API,KG_category,Subject,Object,URL
BioThings Explorer (BTE) TRAPI,biolink:has_manifestation,biolink:PhenotypicFeature,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:exacerbates_condition,biolink:PhenotypicFeature,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:condition_exacerbated_by,biolink:PhenotypicFeature,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:subject_of_treatment_application_or_study_for_treatment_by,biolink:PhenotypicFeature,biolink:Procedure,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:is_diagnosed_by,biolink:PhenotypicFeature,biolink:Procedure,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:condition_prevented_by,biolink:PhenotypicFeature,biolink:Procedure,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:condition_predisposed_by,biolink:PhenotypicFeature,biolink:Procedure,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:condition_exacerbated_by,biolink:PhenotypicFeature,biolink:DiseaseOrPhenotypicFeature,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:caused_by,biolink:PhenotypicFeature,biolink:AnatomicalEntity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:PhenotypicFeature,biolink:Cohort,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:caused_by,biolink:PhenotypicFeature,biolink:Polypeptide,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:disrupted_by,biolink:PhenotypicFeature,biolink:Polypeptide,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:condition_predisposed_by,biolink:PhenotypicFeature,biolink:Polypeptide,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:subject_of_treatment_application_or_study_for_treatment_by,biolink:PhenotypicFeature,biolink:Polypeptide,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:condition_prevented_by,biolink:PhenotypicFeature,biolink:Polypeptide,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:caused_by,biolink:PhenotypicFeature,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:condition_predisposed_by,biolink:PhenotypicFeature,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:condition_exacerbated_by,biolink:PhenotypicFeature,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:subject_of_treatment_application_or_study_for_treatment_by,biolink:PhenotypicFeature,biolink:Device,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:condition_prevented_by,biolink:PhenotypicFeature,biolink:Device,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:caused_by,biolink:PhenotypicFeature,biolink:Device,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:subject_of_treatment_application_or_study_for_treatment_by,biolink:PhenotypicFeature,biolink:Activity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:condition_prevented_by,biolink:PhenotypicFeature,biolink:Activity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:caused_by,biolink:PhenotypicFeature,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:PhenotypicFeature,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:subject_of_treatment_application_or_study_for_treatment_by,biolink:PhenotypicFeature,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:PhenotypicFeature,biolink:Bacterium,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:PhenotypicFeature,biolink:Bacterium,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:affects,biolink:PhenotypicFeature,biolink:Bacterium,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:caused_by,biolink:PhenotypicFeature,biolink:DiagnosticAid,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:PhenotypicFeature,biolink:Fungus,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:PhenotypicFeature,biolink:Fungus,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:PhenotypicFeature,biolink:Virus,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:caused_by,biolink:PhenotypicFeature,biolink:ChemicalEntity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:subject_of_treatment_application_or_study_for_treatment_by,biolink:PhenotypicFeature,biolink:Drug,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:caused_by,biolink:PhenotypicFeature,biolink:Food,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:caused_by,biolink:PhenotypicFeature,biolink:Protein,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:Gene,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:derives_into,biolink:Gene,biolink:Polypeptide,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:preceded_by,biolink:Gene,biolink:Procedure,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:treats_or_applied_or_studied_to_treat,biolink:Gene,biolink:Virus,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:produced_by,biolink:Gene,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:produced_by,biolink:Gene,biolink:Bacterium,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:derives_from,biolink:Gene,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:is_input_of,biolink:Gene,biolink:Device,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:is_input_of,biolink:Food,biolink:Procedure,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:related_to,biolink:Food,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:predisposes_to_condition,biolink:Food,biolink:DiseaseOrPhenotypicFeature,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:predisposes_to_condition,biolink:Procedure,biolink:Disease,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:exacerbates_condition,biolink:Procedure,biolink:Disease,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:preventative_for_condition,biolink:Procedure,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:predisposes_to_condition,biolink:Procedure,biolink:PhenotypicFeature,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:preceded_by,biolink:Procedure,biolink:Polypeptide,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:causes,biolink:Procedure,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:predisposes_to_condition,biolink:Procedure,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:disrupts,biolink:Procedure,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:preceded_by,biolink:Procedure,biolink:Gene,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:has_input,biolink:Procedure,biolink:DiagnosticAid,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:exacerbates_condition,biolink:Procedure,biolink:PhysiologicalProcess,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:treats_or_applied_or_studied_to_treat,biolink:Procedure,biolink:Virus,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:preventative_for_condition,biolink:Procedure,biolink:Virus,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:diagnoses,biolink:Procedure,biolink:Virus,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:precedes,biolink:Procedure,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:has_input,biolink:Procedure,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:preventative_for_condition,biolink:Procedure,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:preceded_by,biolink:Procedure,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:affected_by,biolink:Procedure,biolink:Activity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:GrossAnatomicalStructure,biolink:Disease,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:affected_by,biolink:GrossAnatomicalStructure,biolink:Disease,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:affects,biolink:GrossAnatomicalStructure,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:disrupted_by,biolink:GrossAnatomicalStructure,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:GrossAnatomicalStructure,biolink:DiseaseOrPhenotypicFeature,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:GrossAnatomicalStructure,biolink:Cell,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:GrossAnatomicalStructure,biolink:Polypeptide,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:disrupted_by,biolink:GrossAnatomicalStructure,biolink:Polypeptide,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:disrupted_by,biolink:GrossAnatomicalStructure,biolink:Procedure,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:contains_process,biolink:GrossAnatomicalStructure,biolink:PhysiologicalProcess,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:affected_by,biolink:GrossAnatomicalStructure,biolink:PhysiologicalProcess,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:contains_process,biolink:GrossAnatomicalStructure,biolink:MolecularActivity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:GrossAnatomicalStructure,biolink:Bacterium,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:GrossAnatomicalStructure,biolink:Bacterium,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:GrossAnatomicalStructure,biolink:Plant,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:GrossAnatomicalStructure,biolink:Phenomenon,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:GrossAnatomicalStructure,biolink:Virus,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:GrossAnatomicalStructure,biolink:Virus,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:GrossAnatomicalStructure,biolink:Fungus,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:GrossAnatomicalStructure,biolink:Fungus,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:has_part,biolink:GrossAnatomicalStructure,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:affected_by,biolink:GrossAnatomicalStructure,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:produces,biolink:GrossAnatomicalStructure,biolink:BiologicalEntity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:GrossAnatomicalStructure,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:affected_by,biolink:GrossAnatomicalStructure,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:GrossAnatomicalStructure,biolink:Cohort,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:affected_by,biolink:GrossAnatomicalStructure,biolink:Protein,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:disrupted_by,biolink:GrossAnatomicalStructure,biolink:Protein,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:GrossAnatomicalStructure,biolink:DiagnosticAid,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:GrossAnatomicalStructure,biolink:Device,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:AnatomicalEntity,biolink:Polypeptide,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:produced_by,biolink:AnatomicalEntity,biolink:Polypeptide,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:affected_by,biolink:AnatomicalEntity,biolink:Polypeptide,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:disrupted_by,biolink:AnatomicalEntity,biolink:SmallMolecule,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:AnatomicalEntity,biolink:Disease,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:produced_by,biolink:AnatomicalEntity,biolink:Disease,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:AnatomicalEntity,biolink:Procedure,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:AnatomicalEntity,biolink:GrossAnatomicalStructure,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:AnatomicalEntity,biolink:GrossAnatomicalStructure,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:AnatomicalEntity,biolink:DiseaseOrPhenotypicFeature,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:produced_by,biolink:AnatomicalEntity,biolink:PathologicalProcess,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:AnatomicalEntity,biolink:Cell,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:produced_by,biolink:AnatomicalEntity,biolink:Cell,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:AnatomicalEntity,biolink:CellularComponent,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:produced_by,biolink:AnatomicalEntity,biolink:CellularComponent,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:AnatomicalEntity,biolink:Virus,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:AnatomicalEntity,biolink:Virus,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:AnatomicalEntity,biolink:Phenomenon,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:AnatomicalEntity,biolink:Cohort,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:AnatomicalEntity,biolink:DiagnosticAid,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:AnatomicalEntity,biolink:Fungus,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:AnatomicalEntity,biolink:NucleicAcidEntity,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:AnatomicalEntity,biolink:Bacterium,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:AnatomicalEntity,biolink:Protein,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:location_of,biolink:AnatomicalEntity,biolink:Device,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:produced_by,biolink:Polypeptide,biolink:Cell,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:Polypeptide,biolink:Cell,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:produced_by,biolink:Polypeptide,biolink:SmallMolecule,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:Polypeptide,biolink:Disease,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:preceded_by,biolink:Polypeptide,biolink:Procedure,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:produced_by,biolink:Polypeptide,biolink:Polypeptide,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:Polypeptide,biolink:Polypeptide,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:derives_into,biolink:Polypeptide,biolink:Polypeptide,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:Polypeptide,biolink:Gene,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:Polypeptide,biolink:CellularComponent,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:produced_by,biolink:Polypeptide,biolink:CellularComponent,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:affected_by,biolink:Polypeptide,biolink:PhysiologicalProcess,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:located_in,biolink:Polypeptide,biolink:Plant,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:part_of,biolink:Polypeptide,biolink:Virus,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:located_in,biolink:Polypeptide,biolink:Virus,https://bte.transltr.io/v1/query
BioThings Explorer (BTE) TRAPI,biolink:treats_or_applied_or_studied_to_treat,biolink:Polypeptide,biolink:Virus,https://bte.transltr.io/v1/query
